Fleet,Gear,Year,MonthStart,Grid,YFT-MT,BET-MT,SKJ-MT,ALB-MT,SBF-MT,LOT-MT,FRZ-MT,KAW-MT,COM-MT,SWO-MT,BILL-MT,TUX-MT,SKH-MT,NTAD-MT
IRN    ,TRAW,2021,10,6125045,,,,,,,,,0.03,,,0.69,0.04,
IRN    ,TRAW,2021,11,6125045,,,,,,,,,0.02,,,0.46,0.04,
IRN    ,TRAW,2021,12,6125045,,,,,,,,,0.03,,,0.58,,
IRN    ,TRAW,2022,8,6125045,,,,,,0.01,,,0.11,,,,0.56,8.08
IRN    ,TRAW,2022,9,6125045,,,,,,,,,0.29,,,0.09,1.14,10.72
IRN    ,TRAW,2022,10,6125045,,,,,,,,,,,,0.21,7.00E-03,7.82
IRN    ,TRAW,2022,11,6125045,,,,,,,,,,,,0.43,1.09,9.24
IRN    ,TRAW,2022,12,6125045,,,,,,,,,,,,0.16,0.17,9.33
IRN    ,TROL,2020,3,6125045,,,,,,,,,0.09,,,,,0.45
IRN    ,TROL,2023,1,6125045,,,,,,,,,4,,,3,,
IRN    ,TROL,2023,2,6125045,,,,,,,,,3,,,4,4,
IRN    ,TROL,2023,3,6125045,,,,,,,,,4,,,4,1,
IRN    ,TROL,2023,4,6125045,,,,,,,,,3,,,4,1,
IRN    ,TROL,2023,5,6125045,,,,,,,,,3,,,4,1,
IRN    ,TROL,2023,6,6125045,,,,,,,,,2,,,6,1,
IRN    ,TROL,2023,7,6125045,,,,,,,,,4,,,5,1,
IRN    ,TROL,2023,8,6125045,,,,,,,,,5,,,5,1,
IRN    ,TROL,2023,9,6125045,,,,,,,,,5,,,5,1,
IRN    ,TROL,2023,10,6125045,,,,,,,,,6,,,8,1,
IRN    ,TROL,2023,11,6125045,,,,,,,,,5,,,11,3,
IRN    ,TROL,2023,12,6125045,,,,,,,,,4,,,6,1,
IRN    ,GILL,2007,4,6125045,,,,,,,,,0.05,,,,0.08,0.37
IRN    ,GILL,2007,6,6125045,,,,,,,,0.08,,,,0.27,,0.25
IRN    ,GILL,2007,7,6125045,,,,,,,,0.27,,,,,0.42,11.11
IRN    ,GILL,2007,8,6125045,,,,,,,,,,,,,0.06,0.44
IRN    ,GILL,2007,9,6125045,,,,,,,,0.13,0.1,,,,,0.16
IRN    ,GILL,2007,10,6125045,,,,,,,,0.2,1.18,,,0.02,0.04,1.6
IRN    ,GILL,2007,11,6125045,,,,,,,,0.03,1.03,,,0.2,0.01,1.53
IRN    ,GILL,2007,12,6125045,,,,,,,,0.02,0.45,,,,,3.81
IRN    ,GILL,2008,3,6125045,,,,,,,,,0.02,,,0.01,,0.7
IRN    ,GILL,2008,4,6125045,,,,,,,,0.05,0.03,,,0.02,,1.99
IRN    ,GILL,2008,5,6125045,,,,,,,,0.23,0.01,,,,0.03,0.59
IRN    ,GILL,2008,6,6125045,,,,,,,,0.17,0.05,,,,0.42,0.75
IRN    ,GILL,2008,7,6125045,,,,,,,,,0.05,,,,0.14,2
IRN    ,GILL,2008,8,6125045,,,,,,,,,0.03,,,,0.04,0.13
IRN    ,GILL,2008,10,6125045,,,,,,,,,0.08,,,,,0.69
IRN    ,GILL,2008,11,6125045,,,,,,,,,0.21,,,,,0.36
IRN    ,GILL,2008,12,6125045,,,,,,,,,0.03,,,,,0.48
IRN    ,GILL,2009,1,6125045,,,,,,,,,3.00E-03,,,,,0.6
IRN    ,GILL,2009,2,6125045,,,,,,,,,0.03,,,,,0.36
IRN    ,GILL,2009,3,6125045,,,,,,,,,0.29,,,,,0.66
IRN    ,GILL,2009,4,6125045,,,,,,,,,7.00E-03,,,0.07,,0.86
IRN    ,GILL,2009,5,6125045,,,,,,,,0.09,,,,0.01,0.17,0.78
IRN    ,GILL,2009,6,6125045,,,,,,,,5.00E-03,5.00E-03,,,,0.46,1.28
IRN    ,GILL,2009,7,6125045,,,,,,,,0.45,0.13,,,,0.52,3.05
IRN    ,GILL,2009,8,6125045,,,,,,0.13,,0.07,1.89,,,2.00E-03,0.18,1.22
IRN    ,GILL,2009,9,6125045,,,,,,0.05,,,0.85,,,,0.15,0.69
IRN    ,GILL,2009,10,6125045,,,,,,,,,0.08,,,,,0.02
IRN    ,GILL,2009,11,6125045,,,,,,,,,0.14,,,0.02,,0.72
IRN    ,GILL,2009,12,6125045,,,,,,0.1,,,0.38,,,,,1.99
IRN    ,GILL,2010,1,6125045,,,,,,,,,0.09,,,,,2.23
IRN    ,GILL,2010,2,6125045,,,,,,,,,0.18,,,,,1.08
IRN    ,GILL,2010,3,6125045,,,,,,,,,0.08,,,,,2.51
IRN    ,GILL,2010,4,6125045,,,,,,,,,0.15,,,,0.02,3.53
IRN    ,GILL,2010,5,6125045,,,,,,,,0.25,0.12,,,,0.51,1.64
IRN    ,GILL,2010,6,6125045,,,,,,,,0.39,0.13,,,,0.33,1.15
IRN    ,GILL,2010,7,6125045,,,,,,,,0.78,0.07,,,,0.19,1.39
IRN    ,GILL,2010,8,6125045,,,,,,,,0.23,,,,,0.02,0.14
IRN    ,GILL,2010,9,6125045,,,,,,,,0.05,0.31,,,,0.34,0.58
IRN    ,GILL,2010,10,6125045,,,,,,,,,0.42,,,0.06,0.1,0.53
IRN    ,GILL,2010,11,6125045,,,,,,0.02,,,0.39,,,,0.02,0.25
IRN    ,GILL,2010,12,6125045,,,,,,,,,0.1,,,,,0.79
IRN    ,GILL,2011,1,6125045,,,,,,,,5.00E-03,0.06,,,,,2.27
IRN    ,GILL,2011,2,6125045,,,,,,,,,0.03,,,,0.02,2.24
IRN    ,GILL,2011,3,6125045,,,,,,,,,0.01,,,,,0.37
IRN    ,GILL,2011,4,6125045,,,,,,,0.03,,0.15,,,,0.2,0.83
IRN    ,GILL,2011,5,6125045,,,,,,,,0.09,0.01,,,0.01,0.1,0.91
IRN    ,GILL,2011,6,6125045,,,,,,,,0.18,0.11,,,,,0.26
IRN    ,GILL,2011,7,6125045,,,,,,,,0.08,0.23,,,0.11,0.24,0.33
IRN    ,GILL,2011,9,6125045,,,,,,0.01,,0.33,0.47,,,0.02,0.01,0.15
IRN    ,GILL,2011,10,6125045,,,,,,0.19,,0.35,0.67,,,0.04,0.2,0.61
IRN    ,GILL,2011,11,6125045,,,,,,0.19,,0.06,0.29,,,,,0.6
IRN    ,GILL,2011,12,6125045,,,,,,,,,0.16,,,,,0.36
IRN    ,GILL,2012,1,6125045,,,,,,,,0.01,0.05,,,,0.03,0.27
IRN    ,GILL,2012,2,6125045,,,,,,,,,0.01,,,,,0.09
IRN    ,GILL,2012,3,6125045,,,,,,,,,0.01,,,,,0.13
IRN    ,GILL,2012,4,6125045,,,,,,,,,0.02,,,0.1,,0.37
IRN    ,GILL,2012,5,6125045,,,,,,,,8.00E-03,8.00E-03,,,0.01,0.05,0.05
IRN    ,GILL,2012,6,6125045,,,,,,,,,0.03,,,,0.08,0.12
IRN    ,GILL,2012,7,6125045,,,,,,0.12,,0.06,0.09,,,,0.06,0.03
IRN    ,GILL,2012,8,6125045,,,,,,,,0.06,0.1,,,,,
IRN    ,GILL,2012,12,6125045,,,,,,,,,,,,0.02,,0.02
IRN    ,GILL,2013,1,6125045,,,,,,,,,,,,0.03,,0.11
IRN    ,GILL,2013,3,6125045,,,,,,,,,0.14,,,0.07,,0.2
IRN    ,GILL,2013,4,6125045,,,,,,,,0.01,,,,,0.01,0.34
IRN    ,GILL,2014,5,6125045,,,,,,,,,,,,,,0.06
IRN    ,GILL,2014,6,6125045,,,,,,,,0.1,,,,,,0.03
IRN    ,GILL,2014,7,6125045,,,,,,0.28,,,,,,,,
IRN    ,GILL,2014,9,6125045,,,,,,,,0.13,0.12,,,,,0.3
IRN    ,GILL,2015,5,6125045,,,,,,,,,0.04,,,,,
IRN    ,GILL,2016,11,6125045,,,,,,,,,,,,,,0.17
IRN    ,GILL,2017,1,6125045,,,,,,,,,,,,,,0.15
IRN    ,GILL,2017,5,6125045,,,,,,,,,0.07,,,0.02,,0.9
IRN    ,GILL,2017,12,6125045,,,,,,,,,0.1,,,0.01,,0.55
IRN    ,GILL,2018,1,6125045,,,,,,,,,0.21,,,,,2.01
IRN    ,GILL,2018,2,6125045,,,,,,,,,0.14,,,,,1.22
IRN    ,GILL,2018,3,6125045,,,,,,0.35,,,0.26,,,0.19,0.06,1.26
IRN    ,GILL,2018,4,6125045,,,,,,0.95,,1.86,1.74,,,1.71,0.89,14.23
IRN    ,GILL,2018,5,6125045,,,,,,1.33,,2.49,2.46,,,3.93,0.65,16.39
IRN    ,GILL,2018,6,6125045,,,,,,0.66,,0.29,0.22,,0.05,0.97,0.16,3.5
IRN    ,GILL,2018,7,6125045,,,,,,,,0.68,0.09,,,,0.07,1.68
IRN    ,GILL,2018,8,6125045,,,,,,0.18,,3.47,0.92,,,1.77,0.14,0.7
IRN    ,GILL,2018,9,6125045,,,,,,0.52,,7.24,3.36,,,1.78,0.36,6.93
IRN    ,GILL,2018,10,6125045,,,,,,1.82,,9.31,5.07,,,2.41,0.47,8.24
IRN    ,GILL,2018,11,6125045,,,,,,0.6,,4.44,3.89,,,1.89,0.37,6.94
IRN    ,GILL,2018,12,6125045,,,,,,0.5,,2.49,1.35,,,0.55,0.11,3.23
